Date,transaction_item_ID,Transaction ID,Customer ID,Product ID,total_Price,Customer Name,Customer Gender,Customer Age,Customer Age Range,Customer Address,Product,Product Colors,Product Size
2026-Jul-23,TP00668,T00562,C0001,P-W-L,700,Peace,Female,22,21-25,West,กางเกง,White,L
2026-Jul-23,TP00676,T00570,C0004,P-B-L,700,Jane,Female,30,26-30,East,กางเกง,Black,L
2026-Jul-23,TP00713,T00607,C0007,S-R-L,500,SE,Female,31,31-35,West,เสื้อ,Red,L
2026-Jul-23,TP00724,T00618,C0004,S-B-L,500,Jane,Female,30,26-30,East,เสื้อ,Black,L
2026-Jul-23,TP00726,T00620,C0009,F-W-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,White,L
2026-Jul-23,TP00757,T00651,C0005,F-W-M,"1,500",Kim,Female,41,>40,West,รองเท้า,White,M
2026-Jul-23,TP00826,T00719,C0007,P-B-M,700,SE,Female,31,31-35,West,กางเกง,Black,M
2026-Jul-23,TP00837,T00730,C0008,P-R-M,700,Nut,Male,36,36-40,South,กางเกง,Red,M
2026-Jul-23,TP00869,T00762,C0006,S-B-L,500,Tor,Male,26,26-30,North,เสื้อ,Black,L
2026-Jul-23,TP00875,T00768,C0002,P-B-M,700,Cap,Male,27,26-30,West,กางเกง,Black,M
2026-Jul-23,TP00941,T00834,C0001,P-W-M,700,Peace,Female,22,21-25,West,กางเกง,White,M
2026-Jul-23,TP00962,T00855,C0008,F-B-L,"1,500",Nut,Male,36,36-40,South,รองเท้า,Black,L
2026-Jul-23,TP00984,T00877,C0008,S-R-L,500,Nut,Male,36,36-40,South,เสื้อ,Red,L
2026-Jul-23,TP00991,T00884,C0004,S-R-L,500,Jane,Female,30,26-30,East,เสื้อ,Red,L
2026-Jul-23,TP00993,T00886,C0008,F-R-M,"1,500",Nut,Male,36,36-40,South,รองเท้า,Red,M
2026-Jul-22,TP00371,T00294,C0005,B-B-L,1000,Kim,Female,41,>40,West,กระเป๋า,Black,L
2026-Jul-22,TP00372,T00295,C0005,B-B-L,1000,Kim,Female,41,>40,West,กระเป๋า,Black,L
2026-Jul-22,TP00373,T00295,C0007,B-B-L,1000,SE,Female,31,31-35,West,กระเป๋า,Black,L
2026-Jul-22,TP00374,T00296,C0004,F-B-L,"1,500",Jane,Female,30,26-30,East,รองเท้า,Black,L
2026-Jul-22,TP00375,T00296,C0006,P-R-L,700,Tor,Male,26,26-30,North,กางเกง,Red,L
2026-Jul-22,TP00376,T00297,C0010,P-B-M,700,Min,Female,34,31-35,North,กางเกง,Black,M
2026-Jul-22,TP00377,T00298,C0003,P-B-L,700,Ali,Female,36,36-40,East,กางเกง,Black,L
2026-Jul-22,TP00378,T00299,C0001,P-B-M,700,Peace,Female,22,21-25,West,กางเกง,Black,M
2026-Jul-22,TP00379,T00300,C0005,P-W-M,700,Kim,Female,41,>40,West,กางเกง,White,M
2026-Jul-22,TP00699,T00593,C0006,B-R-M,1000,Tor,Male,26,26-30,North,กระเป๋า,Red,M
2026-Jul-22,TP00731,T00625,C0009,P-R-M,700,Nee,Female,28,26-30,City,กางเกง,Red,M
2026-Jul-22,TP00746,T00640,C0003,B-B-M,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,M
2026-Jul-22,TP00759,T00653,C0008,F-R-L,"1,500",Nut,Male,36,36-40,South,รองเท้า,Red,L
2026-Jul-22,TP00780,T00674,C0008,P-W-L,700,Nut,Male,36,36-40,South,กางเกง,White,L
2026-Jul-22,TP00811,T00704,C0003,S-R-L,500,Ali,Female,36,36-40,East,เสื้อ,Red,L
2026-Jul-22,TP00843,T00736,C0003,B-W-M,1000,Ali,Female,36,36-40,East,กระเป๋า,White,M
2026-Jul-22,TP00857,T00750,C0003,P-B-L,700,Ali,Female,36,36-40,East,กางเกง,Black,L
2026-Jul-22,TP00879,T00772,C0004,B-R-M,1000,Jane,Female,30,26-30,East,กระเป๋า,Red,M
2026-Jul-22,TP00948,T00841,C0009,S-R-M,500,Nee,Female,28,26-30,City,เสื้อ,Red,M
2026-Jul-22,TP00964,T00857,C0003,F-R-L,"1,500",Ali,Female,36,36-40,East,รองเท้า,Red,L
2026-Jul-22,TP00966,T00859,C0005,F-W-M,"1,500",Kim,Female,41,>40,West,รองเท้า,White,M
2026-Jul-22,TP00967,T00860,C0009,F-B-M,"1,500",Nee,Female,28,26-30,City,รองเท้า,Black,M
2026-Jul-22,TP00969,T00862,C0002,B-R-M,1000,Cap,Male,27,26-30,West,กระเป๋า,Red,M
2026-Jul-22,TP00987,T00880,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-21,TP00363,T00287,C0006,F-W-L,"1,500",Tor,Male,26,26-30,North,รองเท้า,White,L
2026-Jul-21,TP00364,T00288,C0006,F-W-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,White,M
2026-Jul-21,TP00365,T00289,C0009,B-B-M,1000,Nee,Female,28,26-30,City,กระเป๋า,Black,M
2026-Jul-21,TP00366,T00290,C0006,S-B-L,500,Tor,Male,26,26-30,North,เสื้อ,Black,L
2026-Jul-21,TP00367,T00290,C0006,S-R-M,500,Tor,Male,26,26-30,North,เสื้อ,Red,M
2026-Jul-21,TP00368,T00291,C0009,P-B-M,700,Nee,Female,28,26-30,City,กางเกง,Black,M
2026-Jul-21,TP00369,T00292,C0006,F-R-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Red,M
2026-Jul-21,TP00370,T00293,C0010,F-R-L,"1,500",Min,Female,34,31-35,North,รองเท้า,Red,L
2026-Jul-21,TP00554,T00448,C0005,P-W-L,700,Kim,Female,41,>40,West,กางเกง,White,L
2026-Jul-21,TP00584,T00478,C0010,P-R-M,700,Min,Female,34,31-35,North,กางเกง,Red,M
2026-Jul-21,TP00604,T00498,C0007,S-R-L,500,SE,Female,31,31-35,West,เสื้อ,Red,L
2026-Jul-21,TP00641,T00535,C0002,S-B-M,500,Cap,Male,27,26-30,West,เสื้อ,Black,M
2026-Jul-21,TP00669,T00563,C0005,P-B-L,700,Kim,Female,41,>40,West,กางเกง,Black,L
2026-Jul-21,TP00706,T00600,C0001,S-B-M,500,Peace,Female,22,21-25,West,เสื้อ,Black,M
2026-Jul-21,TP00752,T00646,C0009,P-R-L,700,Nee,Female,28,26-30,City,กางเกง,Red,L
2026-Jul-21,TP00779,T00673,C0008,S-B-L,500,Nut,Male,36,36-40,South,เสื้อ,Black,L
2026-Jul-21,TP00784,T00678,C0004,B-R-L,1000,Jane,Female,30,26-30,East,กระเป๋า,Red,L
2026-Jul-21,TP00859,T00752,C0009,S-R-M,500,Nee,Female,28,26-30,City,เสื้อ,Red,M
2026-Jul-21,TP00961,T00854,C0010,S-W-M,500,Min,Female,34,31-35,North,เสื้อ,White,M
2026-Jul-21,TP00970,T00863,C0004,S-B-M,500,Jane,Female,30,26-30,East,เสื้อ,Black,M
2026-Jul-21,TP00990,T00883,C0009,F-B-M,"1,500",Nee,Female,28,26-30,City,รองเท้า,Black,M
2026-Jul-20,TP00350,T00277,C0007,F-R-L,"1,500",SE,Female,31,31-35,West,รองเท้า,Red,L
2026-Jul-20,TP00351,T00277,C0003,B-W-M,1000,Ali,Female,36,36-40,East,กระเป๋า,White,M
2026-Jul-20,TP00352,T00278,C0005,B-W-M,1000,Kim,Female,41,>40,West,กระเป๋า,White,M
2026-Jul-20,TP00353,T00279,C0009,F-B-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,Black,L
2026-Jul-20,TP00354,T00280,C0002,B-B-M,1000,Cap,Male,27,26-30,West,กระเป๋า,Black,M
2026-Jul-20,TP00355,T00280,C0005,P-B-M,700,Kim,Female,41,>40,West,กางเกง,Black,M
2026-Jul-20,TP00356,T00281,C0008,B-B-L,1000,Nut,Male,36,36-40,South,กระเป๋า,Black,L
2026-Jul-20,TP00357,T00282,C0008,S-W-L,500,Nut,Male,36,36-40,South,เสื้อ,White,L
2026-Jul-20,TP00358,T00283,C0010,S-B-M,500,Min,Female,34,31-35,North,เสื้อ,Black,M
2026-Jul-20,TP00359,T00284,C0003,P-R-L,700,Ali,Female,36,36-40,East,กางเกง,Red,L
2026-Jul-20,TP00360,T00285,C0005,F-R-L,"1,500",Kim,Female,41,>40,West,รองเท้า,Red,L
2026-Jul-20,TP00361,T00286,C0001,P-W-M,700,Peace,Female,22,21-25,West,กางเกง,White,M
2026-Jul-20,TP00362,T00286,C0003,S-B-M,500,Ali,Female,36,36-40,East,เสื้อ,Black,M
2026-Jul-20,TP00546,T00440,C0006,F-B-L,"1,500",Tor,Male,26,26-30,North,รองเท้า,Black,L
2026-Jul-20,TP00560,T00454,C0002,B-R-M,1000,Cap,Male,27,26-30,West,กระเป๋า,Red,M
2026-Jul-20,TP00581,T00475,C0002,S-B-M,500,Cap,Male,27,26-30,West,เสื้อ,Black,M
2026-Jul-20,TP00588,T00482,C0003,S-R-M,500,Ali,Female,36,36-40,East,เสื้อ,Red,M
2026-Jul-20,TP00607,T00501,C0001,P-B-M,700,Peace,Female,22,21-25,West,กางเกง,Black,M
2026-Jul-20,TP00707,T00601,C0001,B-B-L,1000,Peace,Female,22,21-25,West,กระเป๋า,Black,L
2026-Jul-20,TP00790,T00684,C0003,F-W-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,White,M
2026-Jul-20,TP00888,T00781,C0010,P-B-L,700,Min,Female,34,31-35,North,กางเกง,Black,L
2026-Jul-20,TP00892,T00785,C0010,F-W-L,"1,500",Min,Female,34,31-35,North,รองเท้า,White,L
2026-Jul-19,TP00336,T00266,C0010,S-R-M,500,Min,Female,34,31-35,North,เสื้อ,Red,M
2026-Jul-19,TP00337,T00266,C0010,B-W-L,1000,Min,Female,34,31-35,North,กระเป๋า,White,L
2026-Jul-19,TP00338,T00267,C0009,S-R-L,500,Nee,Female,28,26-30,City,เสื้อ,Red,L
2026-Jul-19,TP00339,T00267,C0004,B-B-M,1000,Jane,Female,30,26-30,East,กระเป๋า,Black,M
2026-Jul-19,TP00340,T00268,C0008,P-B-M,700,Nut,Male,36,36-40,South,กางเกง,Black,M
2026-Jul-19,TP00341,T00269,C0007,B-W-M,1000,SE,Female,31,31-35,West,กระเป๋า,White,M
2026-Jul-19,TP00342,T00270,C0006,S-R-L,500,Tor,Male,26,26-30,North,เสื้อ,Red,L
2026-Jul-19,TP00343,T00271,C0008,F-B-M,"1,500",Nut,Male,36,36-40,South,รองเท้า,Black,M
2026-Jul-19,TP00344,T00271,C0008,F-W-M,"1,500",Nut,Male,36,36-40,South,รองเท้า,White,M
2026-Jul-19,TP00345,T00272,C0007,S-B-L,500,SE,Female,31,31-35,West,เสื้อ,Black,L
2026-Jul-19,TP00346,T00273,C0001,F-B-M,"1,500",Peace,Female,22,21-25,West,รองเท้า,Black,M
2026-Jul-19,TP00347,T00274,C0004,B-R-M,1000,Jane,Female,30,26-30,East,กระเป๋า,Red,M
2026-Jul-19,TP00348,T00275,C0010,P-R-M,700,Min,Female,34,31-35,North,กางเกง,Red,M
2026-Jul-19,TP00349,T00276,C0010,P-B-M,700,Min,Female,34,31-35,North,กางเกง,Black,M
2026-Jul-19,TP00509,T00403,C0003,B-W-L,1000,Ali,Female,36,36-40,East,กระเป๋า,White,L
2026-Jul-19,TP00529,T00423,C0005,S-R-L,500,Kim,Female,41,>40,West,เสื้อ,Red,L
2026-Jul-19,TP00580,T00474,C0009,F-R-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,Red,L
2026-Jul-19,TP00736,T00630,C0009,B-W-L,1000,Nee,Female,28,26-30,City,กระเป๋า,White,L
2026-Jul-19,TP00771,T00665,C0007,P-R-M,700,SE,Female,31,31-35,West,กางเกง,Red,M
2026-Jul-19,TP00828,T00721,C0004,P-R-M,700,Jane,Female,30,26-30,East,กางเกง,Red,M
2026-Jul-19,TP00853,T00746,C0008,P-B-L,700,Nut,Male,36,36-40,South,กางเกง,Black,L
2026-Jul-19,TP00878,T00771,C0004,S-B-M,500,Jane,Female,30,26-30,East,เสื้อ,Black,M
2026-Jul-19,TP00932,T00825,C0007,B-R-L,1000,SE,Female,31,31-35,West,กระเป๋า,Red,L
2026-Jul-19,TP00933,T00826,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-19,TP00968,T00861,C0004,B-B-M,1000,Jane,Female,30,26-30,East,กระเป๋า,Black,M
2026-Jul-18,TP00322,T00254,C0008,B-R-L,1000,Nut,Male,36,36-40,South,กระเป๋า,Red,L
2026-Jul-18,TP00323,T00255,C0006,S-R-L,500,Tor,Male,26,26-30,North,เสื้อ,Red,L
2026-Jul-18,TP00324,T00256,C0002,S-R-M,500,Cap,Male,27,26-30,West,เสื้อ,Red,M
2026-Jul-18,TP00325,T00256,C0006,B-R-L,1000,Tor,Male,26,26-30,North,กระเป๋า,Red,L
2026-Jul-18,TP00326,T00257,C0005,F-R-M,"1,500",Kim,Female,41,>40,West,รองเท้า,Red,M
2026-Jul-18,TP00327,T00258,C0003,F-B-L,"1,500",Ali,Female,36,36-40,East,รองเท้า,Black,L
2026-Jul-18,TP00328,T00259,C0003,S-W-L,500,Ali,Female,36,36-40,East,เสื้อ,White,L
2026-Jul-18,TP00329,T00259,C0007,B-W-M,1000,SE,Female,31,31-35,West,กระเป๋า,White,M
2026-Jul-18,TP00330,T00260,C0003,F-W-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,White,M
2026-Jul-18,TP00331,T00261,C0002,F-B-M,"1,500",Cap,Male,27,26-30,West,รองเท้า,Black,M
2026-Jul-18,TP00332,T00262,C0006,B-R-L,1000,Tor,Male,26,26-30,North,กระเป๋า,Red,L
2026-Jul-18,TP00333,T00263,C0001,P-B-L,700,Peace,Female,22,21-25,West,กางเกง,Black,L
2026-Jul-18,TP00334,T00264,C0005,B-W-M,1000,Kim,Female,41,>40,West,กระเป๋า,White,M
2026-Jul-18,TP00335,T00265,C0003,P-R-L,700,Ali,Female,36,36-40,East,กางเกง,Red,L
2026-Jul-18,TP00549,T00443,C0007,F-W-M,"1,500",SE,Female,31,31-35,West,รองเท้า,White,M
2026-Jul-18,TP00594,T00488,C0006,B-W-L,1000,Tor,Male,26,26-30,North,กระเป๋า,White,L
2026-Jul-18,TP00656,T00550,C0005,B-B-M,1000,Kim,Female,41,>40,West,กระเป๋า,Black,M
2026-Jul-18,TP00700,T00594,C0005,B-B-L,1000,Kim,Female,41,>40,West,กระเป๋า,Black,L
2026-Jul-18,TP00789,T00683,C0003,F-B-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,Black,M
2026-Jul-18,TP00798,T00692,C0003,P-B-M,700,Ali,Female,36,36-40,East,กางเกง,Black,M
2026-Jul-18,TP00842,T00735,C0008,F-B-M,"1,500",Nut,Male,36,36-40,South,รองเท้า,Black,M
2026-Jul-18,TP00846,T00739,C0008,B-W-L,1000,Nut,Male,36,36-40,South,กระเป๋า,White,L
2026-Jul-18,TP00870,T00763,C0010,F-R-L,"1,500",Min,Female,34,31-35,North,รองเท้า,Red,L
2026-Jul-18,TP00903,T00796,C0001,P-B-L,700,Peace,Female,22,21-25,West,กางเกง,Black,L
2026-Jul-18,TP00922,T00815,C0006,B-R-L,1000,Tor,Male,26,26-30,North,กระเป๋า,Red,L
2026-Jul-18,TP00995,T00888,C0002,S-B-M,500,Cap,Male,27,26-30,West,เสื้อ,Black,M
2026-Jul-17,TP00312,T00245,C0005,S-R-M,500,Kim,Female,41,>40,West,เสื้อ,Red,M
2026-Jul-17,TP00313,T00246,C0003,P-R-L,700,Ali,Female,36,36-40,East,กางเกง,Red,L
2026-Jul-17,TP00314,T00247,C0001,P-W-M,700,Peace,Female,22,21-25,West,กางเกง,White,M
2026-Jul-17,TP00315,T00248,C0001,F-R-L,"1,500",Peace,Female,22,21-25,West,รองเท้า,Red,L
2026-Jul-17,TP00316,T00248,C0004,S-R-M,500,Jane,Female,30,26-30,East,เสื้อ,Red,M
2026-Jul-17,TP00317,T00249,C0002,S-R-L,500,Cap,Male,27,26-30,West,เสื้อ,Red,L
2026-Jul-17,TP00318,T00250,C0006,B-B-L,1000,Tor,Male,26,26-30,North,กระเป๋า,Black,L
2026-Jul-17,TP00319,T00251,C0010,F-B-L,"1,500",Min,Female,34,31-35,North,รองเท้า,Black,L
2026-Jul-17,TP00320,T00252,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-17,TP00321,T00253,C0007,P-B-L,700,SE,Female,31,31-35,West,กางเกง,Black,L
2026-Jul-17,TP00523,T00417,C0006,P-B-M,700,Tor,Male,26,26-30,North,กางเกง,Black,M
2026-Jul-17,TP00566,T00460,C0010,B-B-M,1000,Min,Female,34,31-35,North,กระเป๋า,Black,M
2026-Jul-17,TP00625,T00519,C0005,P-R-M,700,Kim,Female,41,>40,West,กางเกง,Red,M
2026-Jul-17,TP00664,T00558,C0006,S-B-L,500,Tor,Male,26,26-30,North,เสื้อ,Black,L
2026-Jul-17,TP00690,T00584,C0006,F-W-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,White,M
2026-Jul-17,TP00717,T00611,C0006,P-B-L,700,Tor,Male,26,26-30,North,กางเกง,Black,L
2026-Jul-17,TP00739,T00633,C0001,P-R-L,700,Peace,Female,22,21-25,West,กางเกง,Red,L
2026-Jul-17,TP00744,T00638,C0003,S-B-M,500,Ali,Female,36,36-40,East,เสื้อ,Black,M
2026-Jul-17,TP00801,T00694,C0006,B-B-L,1000,Tor,Male,26,26-30,North,กระเป๋า,Black,L
2026-Jul-17,TP00833,T00726,C0009,P-R-M,700,Nee,Female,28,26-30,City,กางเกง,Red,M
2026-Jul-17,TP00856,T00749,C0007,P-B-M,700,SE,Female,31,31-35,West,กางเกง,Black,M
2026-Jul-17,TP00867,T00760,C0010,P-R-L,700,Min,Female,34,31-35,North,กางเกง,Red,L
2026-Jul-17,TP00896,T00789,C0006,F-B-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Black,M
2026-Jul-17,TP00925,T00818,C0006,P-W-M,700,Tor,Male,26,26-30,North,กางเกง,White,M
2026-Jul-17,TP00979,T00872,C0008,P-R-L,700,Nut,Male,36,36-40,South,กางเกง,Red,L
2026-Jul-16,TP00302,T00236,C0009,B-R-L,1000,Nee,Female,28,26-30,City,กระเป๋า,Red,L
2026-Jul-16,TP00303,T00237,C0001,P-W-M,700,Peace,Female,22,21-25,West,กางเกง,White,M
2026-Jul-16,TP00304,T00238,C0004,B-B-M,1000,Jane,Female,30,26-30,East,กระเป๋า,Black,M
2026-Jul-16,TP00305,T00239,C0007,B-R-L,1000,SE,Female,31,31-35,West,กระเป๋า,Red,L
2026-Jul-16,TP00306,T00240,C0002,F-R-M,"1,500",Cap,Male,27,26-30,West,รองเท้า,Red,M
2026-Jul-16,TP00307,T00241,C0003,S-B-L,500,Ali,Female,36,36-40,East,เสื้อ,Black,L
2026-Jul-16,TP00308,T00242,C0009,P-B-M,700,Nee,Female,28,26-30,City,กางเกง,Black,M
2026-Jul-16,TP00309,T00243,C0007,S-R-M,500,SE,Female,31,31-35,West,เสื้อ,Red,M
2026-Jul-16,TP00310,T00244,C0004,S-W-M,500,Jane,Female,30,26-30,East,เสื้อ,White,M
2026-Jul-16,TP00311,T00244,C0004,S-R-L,500,Jane,Female,30,26-30,East,เสื้อ,Red,L
2026-Jul-16,TP00503,T00397,C0002,S-W-L,500,Cap,Male,27,26-30,West,เสื้อ,White,L
2026-Jul-16,TP00550,T00444,C0002,P-B-L,700,Cap,Male,27,26-30,West,กางเกง,Black,L
2026-Jul-16,TP00573,T00467,C0003,P-B-M,700,Ali,Female,36,36-40,East,กางเกง,Black,M
2026-Jul-16,TP00599,T00493,C0005,P-B-M,700,Kim,Female,41,>40,West,กางเกง,Black,M
2026-Jul-16,TP00711,T00605,C0005,F-B-M,"1,500",Kim,Female,41,>40,West,รองเท้า,Black,M
2026-Jul-16,TP00715,T00609,C0005,F-W-L,"1,500",Kim,Female,41,>40,West,รองเท้า,White,L
2026-Jul-16,TP00804,T00697,C0007,F-B-L,"1,500",SE,Female,31,31-35,West,รองเท้า,Black,L
2026-Jul-16,TP00807,T00700,C0010,P-W-M,700,Min,Female,34,31-35,North,กางเกง,White,M
2026-Jul-16,TP00994,T00887,C0010,S-W-M,500,Min,Female,34,31-35,North,เสื้อ,White,M
2026-Jul-15,TP00297,T00231,C0009,P-B-M,700,Nee,Female,28,26-30,City,กางเกง,Black,M
2026-Jul-15,TP00298,T00232,C0010,P-B-M,700,Min,Female,34,31-35,North,กางเกง,Black,M
2026-Jul-15,TP00299,T00233,C0003,B-B-M,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,M
2026-Jul-15,TP00300,T00234,C0004,F-B-M,"1,500",Jane,Female,30,26-30,East,รองเท้า,Black,M
2026-Jul-15,TP00301,T00235,C0004,B-W-L,1000,Jane,Female,30,26-30,East,กระเป๋า,White,L
2026-Jul-15,TP00516,T00410,C0001,F-R-M,"1,500",Peace,Female,22,21-25,West,รองเท้า,Red,M
2026-Jul-15,TP00571,T00465,C0001,B-B-M,1000,Peace,Female,22,21-25,West,กระเป๋า,Black,M
2026-Jul-15,TP00605,T00499,C0008,P-B-L,700,Nut,Male,36,36-40,South,กางเกง,Black,L
2026-Jul-15,TP00636,T00530,C0009,F-W-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,White,L
2026-Jul-15,TP00643,T00537,C0007,B-W-M,1000,SE,Female,31,31-35,West,กระเป๋า,White,M
2026-Jul-15,TP00644,T00538,C0008,P-B-L,700,Nut,Male,36,36-40,South,กางเกง,Black,L
2026-Jul-15,TP00742,T00636,C0004,F-W-L,"1,500",Jane,Female,30,26-30,East,รองเท้า,White,L
2026-Jul-15,TP00898,T00791,C0006,P-W-L,700,Tor,Male,26,26-30,North,กางเกง,White,L
2026-Jul-15,TP00981,T00874,C0005,B-R-L,1000,Kim,Female,41,>40,West,กระเป๋า,Red,L
2026-Jul-14,TP00286,T00222,C0003,S-W-M,500,Ali,Female,36,36-40,East,เสื้อ,White,M
2026-Jul-14,TP00287,T00223,C0004,B-W-L,1000,Jane,Female,30,26-30,East,กระเป๋า,White,L
2026-Jul-14,TP00288,T00224,C0009,S-W-L,500,Nee,Female,28,26-30,City,เสื้อ,White,L
2026-Jul-14,TP00289,T00224,C0006,P-B-M,700,Tor,Male,26,26-30,North,กางเกง,Black,M
2026-Jul-14,TP00290,T00225,C0005,P-B-M,700,Kim,Female,41,>40,West,กางเกง,Black,M
2026-Jul-14,TP00291,T00226,C0001,S-B-M,500,Peace,Female,22,21-25,West,เสื้อ,Black,M
2026-Jul-14,TP00292,T00227,C0008,S-B-L,500,Nut,Male,36,36-40,South,เสื้อ,Black,L
2026-Jul-14,TP00293,T00228,C0002,P-W-L,700,Cap,Male,27,26-30,West,กางเกง,White,L
2026-Jul-14,TP00294,T00229,C0004,P-B-M,700,Jane,Female,30,26-30,East,กางเกง,Black,M
2026-Jul-14,TP00295,T00230,C0009,S-R-L,500,Nee,Female,28,26-30,City,เสื้อ,Red,L
2026-Jul-14,TP00296,T00230,C0003,B-R-M,1000,Ali,Female,36,36-40,East,กระเป๋า,Red,M
2026-Jul-14,TP00502,T00396,C0004,P-B-M,700,Jane,Female,30,26-30,East,กางเกง,Black,M
2026-Jul-14,TP00539,T00433,C0001,F-W-M,"1,500",Peace,Female,22,21-25,West,รองเท้า,White,M
2026-Jul-14,TP00558,T00452,C0001,S-B-L,500,Peace,Female,22,21-25,West,เสื้อ,Black,L
2026-Jul-14,TP00577,T00471,C0002,F-B-M,"1,500",Cap,Male,27,26-30,West,รองเท้า,Black,M
2026-Jul-14,TP00623,T00517,C0005,P-B-L,700,Kim,Female,41,>40,West,กางเกง,Black,L
2026-Jul-14,TP00657,T00551,C0008,P-B-M,700,Nut,Male,36,36-40,South,กางเกง,Black,M
2026-Jul-14,TP00658,T00552,C0009,F-B-M,"1,500",Nee,Female,28,26-30,City,รองเท้า,Black,M
2026-Jul-14,TP00769,T00663,C0003,S-B-M,500,Ali,Female,36,36-40,East,เสื้อ,Black,M
2026-Jul-14,TP00797,T00691,C0001,S-B-M,500,Peace,Female,22,21-25,West,เสื้อ,Black,M
2026-Jul-14,TP00832,T00725,C0010,B-B-M,1000,Min,Female,34,31-35,North,กระเป๋า,Black,M
2026-Jul-14,TP00886,T00779,C0001,P-R-M,700,Peace,Female,22,21-25,West,กางเกง,Red,M
2026-Jul-14,TP00908,T00801,C0002,P-R-M,700,Cap,Male,27,26-30,West,กางเกง,Red,M
2026-Jul-14,TP00938,T00831,C0010,B-B-L,1000,Min,Female,34,31-35,North,กระเป๋า,Black,L
2026-Jul-14,TP00957,T00850,C0009,B-B-L,1000,Nee,Female,28,26-30,City,กระเป๋า,Black,L
2026-Jul-13,TP00270,T00211,C0008,B-B-L,1000,Nut,Male,36,36-40,South,กระเป๋า,Black,L
2026-Jul-13,TP00271,T00212,C0003,S-R-M,500,Ali,Female,36,36-40,East,เสื้อ,Red,M
2026-Jul-13,TP00272,T00213,C0007,P-B-M,700,SE,Female,31,31-35,West,กางเกง,Black,M
2026-Jul-13,TP00273,T00214,C0003,S-W-L,500,Ali,Female,36,36-40,East,เสื้อ,White,L
2026-Jul-13,TP00274,T00215,C0003,F-R-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,Red,M
2026-Jul-13,TP00275,T00215,C0003,S-B-M,500,Ali,Female,36,36-40,East,เสื้อ,Black,M
2026-Jul-13,TP00276,T00216,C0009,F-B-M,"1,500",Nee,Female,28,26-30,City,รองเท้า,Black,M
2026-Jul-13,TP00277,T00216,C0010,F-B-L,"1,500",Min,Female,34,31-35,North,รองเท้า,Black,L
2026-Jul-13,TP00278,T00217,C0004,S-B-L,500,Jane,Female,30,26-30,East,เสื้อ,Black,L
2026-Jul-13,TP00279,T00217,C0005,F-W-L,"1,500",Kim,Female,41,>40,West,รองเท้า,White,L
2026-Jul-13,TP00280,T00217,C0003,P-B-L,700,Ali,Female,36,36-40,East,กางเกง,Black,L
2026-Jul-13,TP00281,T00218,C0010,S-B-L,500,Min,Female,34,31-35,North,เสื้อ,Black,L
2026-Jul-13,TP00282,T00219,C0009,B-R-L,1000,Nee,Female,28,26-30,City,กระเป๋า,Red,L
2026-Jul-13,TP00283,T00220,C0010,P-B-M,700,Min,Female,34,31-35,North,กางเกง,Black,M
2026-Jul-13,TP00284,T00220,C0005,F-B-M,"1,500",Kim,Female,41,>40,West,รองเท้า,Black,M
2026-Jul-13,TP00285,T00221,C0010,P-W-M,700,Min,Female,34,31-35,North,กางเกง,White,M
2026-Jul-13,TP00512,T00406,C0004,F-W-M,"1,500",Jane,Female,30,26-30,East,รองเท้า,White,M
2026-Jul-13,TP00609,T00503,C0008,S-B-L,500,Nut,Male,36,36-40,South,เสื้อ,Black,L
2026-Jul-13,TP00634,T00528,C0006,F-B-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Black,M
2026-Jul-13,TP00645,T00539,C0002,P-B-M,700,Cap,Male,27,26-30,West,กางเกง,Black,M
2026-Jul-13,TP00666,T00560,C0001,S-B-M,500,Peace,Female,22,21-25,West,เสื้อ,Black,M
2026-Jul-13,TP00722,T00616,C0004,B-B-L,1000,Jane,Female,30,26-30,East,กระเป๋า,Black,L
2026-Jul-13,TP00770,T00664,C0002,F-W-L,"1,500",Cap,Male,27,26-30,West,รองเท้า,White,L
2026-Jul-13,TP00849,T00742,C0006,S-B-L,500,Tor,Male,26,26-30,North,เสื้อ,Black,L
2026-Jul-13,TP00958,T00851,C0006,F-R-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Red,M
2026-Jul-12,TP00259,T00201,C0003,F-W-L,"1,500",Ali,Female,36,36-40,East,รองเท้า,White,L
